country,country_long,name,gppd_idnr,capacity_mw,latitude,longitude,primary_fuel,other_fuel1,other_fuel2,other_fuel3,commissioning_year,owner,source,url,geolocation_source,wepp_id,year_of_capacity_data,generation_gwh_2013,generation_gwh_2014,generation_gwh_2015,generation_gwh_2016,generation_gwh_2017,estimated_generation_gwh
USA,United States of America,Watauga,USA0003418,57.6,36.3413,-82.1264,Hydro,,,,1949,Tennessee Valley Authority,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,34377,2017,232.468,70.848,132.025,89.926,77.196,
USA,United States of America,Watchtower Educational Center,USA0055619,2.1,41.4984,-73.5746,Gas,Oil,,,1996.333333,Watchtower Bible & Tract Soc-NY,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,0,0,0,0,0,
USA,United States of America,Water Filter Plant #2,USA0055534,1.8,35.7377,-81.7278,Oil,,,,2013,City of Morganton - (NC),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,0.028,0.026,0.019,0.052,0.05,
USA,United States of America,Water Reclamation Plant,USA0058617,2,44.0647,-92.4692,Biomass,Gas,,,2005.5,City of Rochester,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,2.63816,4.15814,3.41726,3.69166,3.67206,
USA,United States of America,Water Street Station,USA0007398,12.6,43.5828,-83.8967,Gas,Oil,,,1982.190476,City of Bay City - (MI),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,34197,2017,0.569,0.085,0.162,0.763,0.723,
USA,United States of America,Water Treatment 1 & 2,USA0057605,5.2,41.3469,-72.0411,Oil,,,,2010,Connecticut Mun Elec Engy Coop,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,0.677,0.89,0.769,0.627,0.518,
USA,United States of America,Water Treatment Plant Generators,USA0056368,1.8,38.7607,-77.6209,Oil,,,,2007,City of Manassas - (VA),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,0.018,0.024,0.043,0.005,0.013,
USA,United States of America,Waterbury 22,USA0006520,5.5,44.3813,-72.7677,Hydro,,,,1953,Green Mountain Power Corp,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,21415,2017,22.512,17.498,16.216,13.783,14.448,
USA,United States of America,Waterbury Generation,USA0056629,96,41.5444,-73.0417,Gas,Oil,,,2009,Engie North America,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,57928,2017,20.683,24.75,0,0,33.33,
USA,United States of America,Wateree,USA0003297,771.8,33.8264,-80.6228,Coal,,,,1971,South Carolina Electric&Gas Company,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,32996,2017,2805.500029,3669.562048,3198.891027,3390.308018,3566.445956,
USA,United States of America,Wateree Hydro,USA0003270,76.7,34.3355,-80.7021,Hydro,,,,1919,Duke Energy Carolinas  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,18747,2017,303.924,232.806,238.425,187.824,170.321,
USA,United States of America,Waterford 1 & 2,USA0008056,932,29.9989,-90.4768,Gas,Oil,,,1976.495708,Entergy Louisiana LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,25137,2017,963.569002,1232.649038,1341.066986,843.866001,829.181,
USA,United States of America,Waterford 3,USA0004270,1199.8,29.9953,-90.4716,Nuclear,,,,1985,Entergy Louisiana LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,25138,2017,9367.751,9156.336,8384.741,10096.757,8377.463,
USA,United States of America,Waterford Holdco CSG,USA0061452,2.7,44.4755,-93.1986,Solar,,,,2017,Waterford Holdco LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,0.049,1.204004704
USA,United States of America,Waterford Power  LLC,USA0055503,921.6,39.5333,-81.7178,Gas,,,,2003,Waterford Power  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,3839.02,3923.031,6151.587,6543.375,6000.227,
USA,United States of America,Waterloo,USA0000971,30.2,38.3348,-90.1589,Oil,Gas,,,1989.665563,City of Waterloo - (IL),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,0,0.766,0,0,0.63,
USA,United States of America,Waterloo Hydroelectric Project,USA0061642,1.5,42.9019,-76.8623,Hydro,,,,1915,C-S Canal Hydro  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,4.743,68.53977118
USA,United States of America,Waterloo Lundquist,USA0007851,18,42.5062,-92.3456,Oil,,,,2000,MidAmerican Energy Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,48112,2017,-0.414,-0.017,0.108,0.233,0.106,
USA,United States of America,Waterloo Solar  LLC,USA0058796,1,41.4339,-85.0439,Solar,,,,2012,Sustainable Power Group  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,1.604,1.542,1.662,1.587,1.65,
USA,United States of America,Waterport,USA0002623,4,43.3272,-78.2394,Hydro,,,,1921,Erie Boulevard Hydropower LP,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,27875,2017,15.401,14.443,10.147,9.965,18.71,
USA,United States of America,Waters River,USA0001678,64.9,42.5429,-70.9283,Gas,Oil,,,1984.09245,City of Peabody - (MA),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,29794,2017,7.152,10.647,10.578,6.132,14.306,
USA,United States of America,Waterside Power  LLC,USA0056189,69.6,41.0372,-73.5564,Oil,,,,2004.666667,Waterside Power  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,70541,2017,1.895,3.534,1.026,1.452,1.242,
USA,United States of America,Watertown,USA0002700,8.1,43.9758,-75.8747,Hydro,,,,1924,City of Watertown - (NY),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,23.581,25.12,20.759,21.917,29.979,
USA,United States of America,Watertown Power Plant,USA0007247,67.5,44.9017,-97.1083,Oil,,,,1978,Missouri Basin Muni Power Agny,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,0,0.072,0.143,0.091,0.141,
USA,United States of America,Watervliet PV,USA0059853,4.6,42.19,-86.23,Solar,,,,2016,Indiana Michigan Power Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,68904,2017,,,,0.605,7.716,2.051267273
USA,United States of America,Watkins Manufacturing Co.,USA0057715,2,33.1438,-117.2369,Gas,,,,2001,Watkins Manufacturing Corporation,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,3.155,2.879,0.606,4.286,3.31534,
USA,United States of America,Watson Cogeneration,USA0050216,405,33.8166,-118.2448,Gas,Oil,,,1988,ARCO Products Co-Watson,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,13450,2017,3111.957036,3067.298981,3024.774002,3047.619964,3019.601024,
USA,United States of America,Watson Seed Farm PV1,USA0059153,20,36.1297,-77.7214,Solar,,,,2016,Ecoplexus  Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,70074,2017,,,0,33.551,34.499,8.918553359
USA,United States of America,Watts 3115,USA0058454,2,34.6008,-117.6422,Solar,,,,2013.25,CD US Solar MT 2 LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,1.591,3.017,4.292,4.423,4.088,
USA,United States of America,Watts Bar Hydro,USA0003420,174.6,35.6197,-84.7855,Hydro,,,,1942.765178,Tennessee Valley Authority,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,40829,2017,1224.851,841.865,974.303,705.84,890.182,
USA,United States of America,Watts Bar Nuclear Plant,USA0007722,2539.8,35.6021,-84.7895,Nuclear,,,,2006,Tennessee Valley Authority,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,34375,2017,9967.803,8777.615,8449.15,12335.478,13576.203,
USA,United States of America,Watts Farm,USA0058317,5,34.7269,-79.3353,Solar,,,,2012,Watts Farm LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,68437,2017,9.665,8.993,8.58,8.875,9.318,
USA,United States of America,Waukegan,USA0000883,793.7,42.3833,-87.8133,Coal,Oil,Gas,,1961.201713,Midwest Generations EME LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,17178,2017,3509.115021,2787.02003,1796.289008,1772.89697,1839.506029,
USA,United States of America,Waupun Correctional Central Heating Plt,USA0054407,4.3,43.6233,-88.7297,Oil,Gas,,,1974.837209,State of Wisconsin,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,0,0,0,0,1.52096,
USA,United States of America,Wausau,USA0004077,5.4,44.9575,-89.6367,Hydro,,,,1922,Wisconsin Public Service Corp,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,37263,2017,28.133,31.598,31.25,40.38,39.739,
USA,United States of America,Wausau Paper Middletown,USA0057940,7.5,39.52,-84.4062,Coal,Oil,,,1986,Wausau Paper Middletown,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,9.2,8.76,9.35468,9.15098,9.29,
USA,United States of America,WaveSun,USA0061587,5,45.0608,-93.9802,Solar,,,,2018,Generate Capital,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,0.28,2.22963834
USA,United States of America,Waverly Community Wind Project,USA0057214,2.7,42.7317,-92.4711,Wind,,,,2007.666667,Waverly Municipal Elec Utility,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,6.194,7.218,6.834,6.47,4.496,
USA,United States of America,Waverly Municipal Electric North Plant,USA0006554,25.1,42.7317,-92.4711,Oil,Gas,,,1986.76494,Waverly Municipal Elec Utility,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,0.57,0.448,0.261,0.2,0.379,
USA,United States of America,Waverly Wind Farm LLC,USA0057614,199,38.2569,-95.8142,Wind,,,,2016,Waverly Wind Farm LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,67704,2017,,,,769.197,837.74,35.30410362
USA,United States of America,Waxdale,USA0059448,10,42.7094,-87.8853,Waste,Gas,Wind,,2007.05,S.C. Johnson & Son  Inc.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,50926,2017,,46.069,45.985,43.759,46.057,
USA,United States of America,Way Dam,USA0001785,1.8,46.1592,-88.2353,Hydro,,,,1950,Wisconsin Electric Power Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,37212,2017,4.77,2.328,6.234,8.057,9.57,
USA,United States of America,Waymart Wind,USA0056001,64.5,41.5533,-75.4542,Wind,,,,2003,Waymart Wind Farm,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,48153,2017,163.45,153.944,143.487,149.395,140.765,
USA,United States of America,Wayne County,USA0007538,979.7,35.3758,-78.0981,Gas,Oil,,,2001.827192,Duke Energy Progress - (NC),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,37.893,78.67,330.464004,556.235998,129.482001,
USA,United States of America,Wayne IC,USA0002312,21.8,42.2278,-97.0183,Oil,,,,1973.555046,City of Wayne,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,36451,2017,0.91,0.341,0.154,0.319,0.283,
USA,United States of America,Wayne Solar I LLC,USA0060602,5,35.2211,-78.019,Solar,,,,2014,Soltage LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,67698,2017,,,,9.234,9.193,2.22963834
USA,United States of America,Wayne Solar II LLC,USA0060598,5,35.3156,-78.0795,Solar,,,,2014,Soltage LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,67699,2017,,,,9.704,9.156,2.22963834
USA,United States of America,Wayne Solar III LLC,USA0060597,5,35.3244,-77.8712,Solar,,,,2014,Soltage LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,67700,2017,,,,8.872,9.043,2.22963834
USA,United States of America,Waynesville Solar Farm (MO),USA0060706,2.8,37.8041,-92.2535,Solar,,,,2016,MC Power Companies Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,70692,2017,,,,1.901,4.747,1.24859747
USA,United States of America,Waynoka Gas Processing Plant,USA0059782,3.9,36.651,-98.7656,Gas,,,,2006,Targa Pipeline Mid-Continent West OK LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,22.01276,13.66414,19.52062,18.32306,
USA,United States of America,Weatherford Wind Energy Center,USA0056273,147,35.5094,-98.7346,Wind,,,,2005.27551,FPL Energy Weatherford  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,52467,2017,566.266,407.731,525.913,570.008,568.037,
USA,United States of America,Webb Forging,USA0007814,5.8,34.5567,-81.4919,Oil,,,,2003,Central Electric Power,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,0.018,0.07,0.099,0.171,0.045,
USA,United States of America,Webber,USA0001722,4.3,42.9528,-84.9025,Hydro,,,,1916.767442,Consumers Energy Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,17541,2017,8.014,11.249,10.362,11.216,12.686,
USA,United States of America,Webbers Falls,USA0002987,60,35.5531,-95.1708,Hydro,,,,1973,USCE-Tulsa District,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,35598,2017,132.409,131.013,122.721,135.512,77.591,
USA,United States of America,Webberville Solar Project,USA0057699,30,30.2385,-97.5088,Solar,,,,2012,FRV AE Solar LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,59217,2017,58.978,57.96,53.729,44.091,62.444,
